,Common_Name,Family,USDA_hardiness,Known_Hazards,Habitats,Range,Edibility_Rating,Other_Uses,Weed_Potential,Medicinal_Rating,species,Care,ID,URL,common_name,edibility,Uses,Endangered,Invasive,lookslike,picslist,leaf,flower,fruit,twig,bark,form,family,genus,symbol,range,07_Class,08_Subclass,09_Order,10_Family,11_Genus,12_Species,13_Variety,14_Variety,tsn,08_Superorder,15_Variety,16_Variety,17_Variety,18_Variety,19_Variety,01_Species,13_Subspecies,14_Subspecies,01_Variety,15_Subspecies,01_Subspecies,16_Subspecies,17_Subspecies,18_Subspecies
335,,,,,,,,,,,Syringa vulgaris,,335,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=324,common lilac,,,,,"[['Japanese tree lilac', 'factsheet.cfm?ID=323'], ['late lilac', 'factsheet.cfm?ID=578']]","['../images/Syringa vulgaris/latin.wav', '../images/Syringa vulgaris/leaf1.jpg', '../images/Syringa vulgaris/flower1.jpg', '../images/Syringa vulgaris/fruit1.jpg', '../images/Syringa vulgaris/twig1.jpg', '../images/Syringa vulgaris/bark1.jpg', '../images/Syringa vulgaris/form1.jpg', '../images/Syringa vulgaris/map.jpg', '../images/Syringa vulgaris/map.pdf', '../images/Syringa vulgaris/fall.jpg']","Opposite, simple, broadly ovate, 2 to 4 inches long, 1 1/2 to 3 inches wide, heart-shaped, entire, dark green to bluish green above, lighter below.","Light purple, pink or even white (cultivar dependent), fragrant, flowers in terminal clusters 4 to 7 inches long, appearing in late spring.","Dry, brown capsules, 1/2 inch long.","Stout, angled (almost 4 sided) or ridged, lustrous brown, glabrous, numerous raised lenticels; leaf scars raised, crescent-shaped; buds large, green but turning purple in the winter.","Gray to gray-brown, smooth but becoming finely shreddy when large.","A multi-stemmed, suckering, tall shrub reaching up to 15 feet in height.",Oleaceae,Syringa,SYVU,,Magnoliopsida,,Lamiales,Oleaceae,Syringa,Syringa vulgaris,,,32996.0,Asteranae,,,,,,,,,,,,,,
336,,,,,,,,,,,Tamarix parviflora,,336,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=702,smallflower tamarisk,,,,,"[['athel tamarisk', 'factsheet.cfm?ID=579'], ['saltcedar', 'factsheet.cfm?ID=580'], ['tamarisk', 'factsheet.cfm?ID=400'], ['Australian pine', 'factsheet.cfm?ID=380']]","['../images/Tamarix parviflora/latin.wav', '../images/Tamarix parviflora/leaf1.jpg', '../images/Tamarix parviflora/flower1.jpg', '../images/Tamarix parviflora/twig1.jpg', '../images/Tamarix parviflora/bark1.jpg', '../images/Tamarix parviflora/form1.jpg', '../images/Tamarix parviflora/map.jpg', '../images/Tamarix parviflora/map.pdf']","Alternate, evergreen, very small, 1/16 inch and scale-like, yellow-green to gray-green.","Small (1/8 inch), pink, 4 petals and sepals (unlike other Tamarix which have 5), numerous, occurring along twig in long narrow clusters each 1/2 to 1 1/2 inches long, very attractive and utilized by honey bees, appearing in spring.","Small, dry, brown, pointed capsules 1/8 inch long containing numerous cottony seeds, ripen in summer.","Slender, drooping, green branches covered in scale-like foliage, later turning reddish brown.","Smooth, reddish brown, numerous horizontal lenticels, later developing shallow splits.","A multi-stemmed, small tree to large shrub up to 15 feet tall, round crown with drooping twigs.",Tamaricaceae,Tamarix,TAPA4,,Magnoliopsida,,Caryophyllales,Tamaricaceae,Tamarix,Tamarix parviflora,,,22309.0,Caryophyllanae,,,,,,,,,,,,,,
337,,,,,,,,,,,Taxodium ascendens,,337,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=352,pondcypress,,,,,"[['baldcypress', 'factsheet.cfm?ID=117']]","['../images/Taxodium ascendens/latin.wav', '../images/Taxodium ascendens/leaf1.jpg', '../images/Taxodium ascendens/flower1.jpg', '../images/Taxodium ascendens/fruit1.jpg', '../images/Taxodium ascendens/twig1.jpg', '../images/Taxodium ascendens/bark1.jpg', '../images/Taxodium ascendens/form1.jpg', '../images/Taxodium ascendens/map.jpg', '../images/Taxodium ascendens/map.pdf', '../images/Taxodium ascendens/fall.jpg']","Linear or awl-like and small, 3/8 inch long, held close to the twig, green to yellow-green.","Males in 3 to 5 inch long hanging panicles, females are small and occur near branch tips.","Nearly round cone with peltate scales, 3/4 to 1 inch in diameter, initially yellow-green but turning brown and breaking into individual scales when mature.",May be deciduous or not.,"Fibrous and shreddy, red-brown and gray where oxidized.","Medium sized tree with a pyramidal crown, clear bole and often buttressed base, generally smaller than baldcypress.",Cupressaceae,Taxodium,TAAS,Taxodium ascendens is native to North America. Range may be expanded by planting.,Pinopsida,Pinidae,Pinales,Cupressaceae,Taxodium,Taxodium ascendens,,,183433.0,,,,,,,Taxodium ascendens,,,,,,,,
338,,,,,,,,,,,Taxodium distichum,,338,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=117,baldcypress,,,,,"[['pondcypress', 'factsheet.cfm?ID=352'], ['dawn redwood', 'factsheet.cfm?ID=98']]","['../images/Taxodium distichum/latin.wav', '../images/Taxodium distichum/leaf1.jpg', '../images/Taxodium distichum/flower1.jpg', '../images/Taxodium distichum/fruit1.jpg', '../images/Taxodium distichum/twig1.jpg', '../images/Taxodium distichum/bark1.jpg', '../images/Taxodium distichum/form1.jpg', '../images/Taxodium distichum/map.jpg', '../images/Taxodium distichum/map.pdf', '../images/Taxodium distichum/fall.jpg', '../images/Taxodium distichum/wood.jpg']","Linear and small, 1/4 to 3/4 inch long, generally appearing two-ranked.","Males in drooping, long panicles; females are subglobose, have peltate scales, and tend to occur near the end of branches.","Cones are composed of peltate scales forming a woody, brown sphere with rough surfaces, 3/4 to 1 inch in diameter; cones disintegrate into irregular seeds.","May be deciduous or not; non-deciduous twigs are slender, alternate, brown, rough, with round buds near the end of the twig; deciduous twigs are two-ranked, resembling pinnately compound leaves.","Fibrous, red-brown but may be gray where exposed to the weather; old, thick bark may appear somewhat scaly.","A large tree with a pyramid-shaped crown, cylindrical bole, fluted or buttressed base and often with knees.",Cupressaceae,Taxodium,TADI2,Taxodium distichum is native to North America. Range may be expanded by planting.,Pinopsida,Pinidae,Pinales,Cupressaceae,Taxodium,Taxodium distichum,Taxodium distichum var. distichum,Taxodium distichum var. imbricarium,18041.0,,,,,,,,,,,,,,,
339,,,,,,,,,,,Thuja occidentalis,,339,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=118,northern white-cedar,,,,,"[['Atlantic white-cedar', 'factsheet.cfm?ID=96'], ['Sawara-cedar', 'factsheet.cfm?ID=141'], ['western redcedar', 'factsheet.cfm?ID=260'], ['Oriental arborvitae', 'factsheet.cfm?ID=858']]","['../images/Thuja occidentalis/latin.wav', '../images/Thuja occidentalis/leaf1.jpg', '../images/Thuja occidentalis/flower1.jpg', '../images/Thuja occidentalis/fruit1.jpg', '../images/Thuja occidentalis/twig1.jpg', '../images/Thuja occidentalis/bark1.jpg', '../images/Thuja occidentalis/form1.jpg', '../images/Thuja occidentalis/map.jpg', '../images/Thuja occidentalis/map.pdf']","Evergreen, scale-like, on main shoots, 1/4 inch long with long points.","Species is monoecious; solitary, females green with 4 to 6 scales; males are green tipped with brown and globose.","A cone, 1/2 inch long, oblong, borne upright on the branches, scales are leathery, red-brown and rounded, with a small spine on the tip.","New growth is green and scale-like, turning brown, occurring in very flattened foliar sprays.","Fibrous, red-brown, weathering to gray; diamond-shaped patterns are usually apparent.","A small to medium sized tree shaped like an arrowhead a pyramid with a broad base and a small, round top, often with several main trunks.",Cupressaceae,Thuja,THOC2,Thuja occidentalis is native to North America. Range may be expanded by planting.,Pinopsida,Pinidae,Pinales,Cupressaceae,Thuja,Thuja occidentalis,,,505490.0,,,,,,,,,,,,,,,
340,,,,,,,,,,,Tilia americana,,340,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=88,American basswood,,,,,"[['littleleaf linden', 'factsheet.cfm?ID=89'], ['silver linden', 'factsheet.cfm?ID=325']]","['../images/Tilia americana/latin.wav', '../images/Tilia americana/leaf1.jpg', '../images/Tilia americana/flower1.jpg', '../images/Tilia americana/fruit1.jpg', '../images/Tilia americana/twig1.jpg', '../images/Tilia americana/bark1.jpg', '../images/Tilia americana/form1.jpg', '../images/Tilia americana/map.jpg', '../images/Tilia americana/map.pdf', '../images/Tilia americana/fall.jpg', '../images/Tilia americana/wood.jpg']","Alternate, simple, ovate to cordate, 5 to 6 inches long, with serrate margins, pinnately veined, base is unequally cordate, green above and paler below.","Species is monoecious; pale yellow, borne below a long, gracefully curving leafy wing in a many branched cluster, several inches long, appearing in early to mid-summer.","A round nutlet (1/4 inch) that is covered with gray-brown hair; occur in a hanging cluster with a curving, leafy bract acting as wing on top of the cluster, ripening in the fall.","Moderately stout, zigzag, green (summer) or red (winter); terminal bud is false, each very plump with one side bulging out disproportionately.","At first smooth and gray-green, later turning gray-brown and becoming ridged with long, shallow furrows and flat topped ridges.",A medium sized tree to 80 feet.,Tiliaceae,Tilia,TIAM,Tilia americana is native to North America. Range may be expanded by planting.,Magnoliopsida,,Malvales,Malvaceae,Tilia,Tilia americana,Tilia americana var. americana,Tilia americana var. caroliniana,21536.0,Rosanae,Tilia americana var. heterophylla,,,,,,,,,,,,,
341,,,,,,,,,,,Tilia cordata,,341,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=89,littleleaf linden,,,,,"[['American basswood', 'factsheet.cfm?ID=88'], ['silver linden', 'factsheet.cfm?ID=325']]","['../images/Tilia cordata/latin.wav', '../images/Tilia cordata/leaf1.jpg', '../images/Tilia cordata/flower1.jpg', '../images/Tilia cordata/fruit1.jpg', '../images/Tilia cordata/twig1.jpg', '../images/Tilia cordata/bark1.jpg', '../images/Tilia cordata/form1.jpg', '../images/Tilia cordata/map.jpg', '../images/Tilia cordata/map.pdf', '../images/Tilia cordata/fall.jpg']","Alternate, simple, ovate to cordate, 2 to 4 inches long, with serrate margins, pinnately veined, inequilateral base, green above and paler below.","Species is monoecious; pale yellow, borne below a long, gracefully curving leafy wing in a many branched cluster, several inches long, appearing in early to mid-summer.","A round, conspicuously 5-sided nutlet (1/4 inch) that is covered with gray-brown hair; occur in a hanging cluster with a curving, leafy bract acting as a wing on top of the cluster, ripening in the fall.","Slender, zigzag, green-brown or red-tinged (particularly in the winter); terminal bud is false, buds are plump with one side bulging conspicuously, edible and when eaten they are mucilaginous.","Gray or brown, ridged with shallow furrows; young stems are brown and soon become ridged.","A small to medium tree to 70 feet with a dense, round crown.",Tiliaceae,Tilia,TICO2,,Magnoliopsida,,Malvales,Malvaceae,Tilia,Tilia cordata,,,505507.0,Rosanae,,,,,,,,,,,,,,
342,,,,,,,,,,,Toxicodendron pubescens,,342,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=261,poison-oak,toxic,,,,"[['poison-ivy', 'factsheet.cfm?ID=128'], ['fragrant sumac', 'factsheet.cfm?ID=447'], ['skunkbush sumac', 'factsheet.cfm?ID=564'], ['Pacific poisonoak', 'factsheet.cfm?ID=250']]","['../images/Toxicodendron pubescens/latin.wav', '../images/Toxicodendron pubescens/leaf1.jpg', '../images/Toxicodendron pubescens/flower1.jpg', '../images/Toxicodendron pubescens/fruit1.jpg', '../images/Toxicodendron pubescens/twig1.jpg', '../images/Toxicodendron pubescens/bark1.jpg', '../images/Toxicodendron pubescens/form1.jpg', '../images/Toxicodendron pubescens/map.jpg', '../images/Toxicodendron pubescens/map.pdf', '../images/Toxicodendron pubescens/fall.jpg']","Alternate, compound with 3 leaflets, 7 to 10 inches long; very shiny above, velvety beneath.","Small, yellowish in clusters, appearing in early spring.","Greenish white, 1/4 inch in diameter in tight clusters, appearing in late spring.","Slender, gray-brown, slightly fuzzy or glabrous; naked light brown buds are velvety.","Smooth, light brown.","Always erect, reaching a height of ten feet but usually shorter (2 to 4 feet).",Anacardiaceae,Toxicodendron,TOPU2,Toxicodendron pubescens is native to North America. Range may be expanded by planting.,Magnoliopsida,,Sapindales,Anacardiaceae,Toxicodendron,Toxicodendron pubescens,,,505545.0,Rosanae,,,,,,,,,,,,,,
343,,,,,,,,,,,Toxicodendron radicans,,343,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=128,poison-ivy,toxic,,,,"[['poison-oak', 'factsheet.cfm?ID=261'], ['Pacific poisonoak', 'factsheet.cfm?ID=250'], ['skunkbush sumac', 'factsheet.cfm?ID=564'], ['fragrant sumac', 'factsheet.cfm?ID=447']]","['../images/Toxicodendron radicans/latin.wav', '../images/Toxicodendron radicans/leaf1.jpg', '../images/Toxicodendron radicans/flower1.jpg', '../images/Toxicodendron radicans/fruit1.jpg', '../images/Toxicodendron radicans/twig1.jpg', '../images/Toxicodendron radicans/bark1.jpg', '../images/Toxicodendron radicans/form1.jpg', '../images/Toxicodendron radicans/map.jpg', '../images/Toxicodendron radicans/map.pdf', '../images/Toxicodendron radicans/fall.jpg']","Alternate, trifoliate, 7 to 10 inches long, leaflets are ovate and irregularly toothed, shiny green above, paler below.","Species is dioecious; small, yellowish green, appearing in clusters, present late spring to early summer.","Greenish white, round, 1/4 inch in diameter, borne in a hanging cluster, ripe in late summer and persist through winter.","Slender, gray- to red-brown, sparingly pubescent or glabrous, slender aerial roots present and older growth becomes densely covered and ""hairy"" in appearance; buds are stalked, naked, fuzzy brown, 1/4 inch long.","Dark gray, densely covered in aerial roots.","May be present as a low (6 to 18 inches), spreading ""carpet"" on the forest floor, as a climbing vine, or as a bush.",Anacardiaceae,Toxicodendron,TORA2,Toxicodendron radicans is native to North America. Range may be expanded by planting.,Magnoliopsida,,Sapindales,Anacardiaceae,Toxicodendron,Toxicodendron radicans,,,28821.0,Rosanae,,,,,,,Toxicodendron radicans ssp. divaricatum,Toxicodendron radicans ssp. eximium,,Toxicodendron radicans ssp. negundo,,Toxicodendron radicans ssp. pubens,Toxicodendron radicans ssp. radicans,Toxicodendron radicans ssp. verrucosum
344,,,,,,,,,,,Toxicodendron vernix,,344,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=581,poison sumac,toxic,,,,"[['shining sumac', 'factsheet.cfm?ID=79'], ['prairie sumac', 'factsheet.cfm?ID=931'], ['Brazilian peppertree', 'factsheet.cfm?ID=704'], ['Chinese pistache', 'factsheet.cfm?ID=535']]","['../images/Toxicodendron vernix/latin.wav', '../images/Toxicodendron vernix/leaf1.jpg', '../images/Toxicodendron vernix/fruit1.jpg', '../images/Toxicodendron vernix/twig1.jpg', '../images/Toxicodendron vernix/bark1.jpg', '../images/Toxicodendron vernix/form1.jpg', '../images/Toxicodendron vernix/map.jpg', '../images/Toxicodendron vernix/map.pdf']","Alternate, pinnately compound, 8 to 13 inches long, 7 to 13 shiny green, ovate leaflets (each 2 to 4 inches long), entire margins, dull green beneath.","Small, yellow-green in drooping, loose clusters in leaf axils, appearing in early to mid-summer.","Small (1/4 to 1/3 inch across) round, white (initially shiny green) drupes in hanging clusters, ripen in late summer, persistent.","Stout, glabrous, orange brown, often mottled, numerous darker lenticels, leaf scar large and shield-shaped, buds with downy scales.","Smooth, splotchy gray-brown with numerous darker, horizontally spreading lenticels.","Small (up to 15 feet), upright tree with a few wide spreading branches, often sprouts near the base.",Anacardiaceae,Toxicodendron,TOVE,Toxicodendron vernix is native to North America. Range may be expanded by planting.,Magnoliopsida,,Sapindales,Anacardiaceae,Toxicodendron,Toxicodendron vernix,,,28823.0,Rosanae,,,,,,,,,,,,,,
345,,,,,,,,,,,Tsuga canadensis,,345,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=116,eastern hemlock,toxic,,,,"[['Carolina hemlock', 'factsheet.cfm?ID=143'], ['western hemlock', 'factsheet.cfm?ID=262'], ['mountain hemlock', 'factsheet.cfm?ID=263'], ['English yew', 'factsheet.cfm?ID=115']]","['../images/Tsuga canadensis/latin.wav', '../images/Tsuga canadensis/leaf1.jpg', '../images/Tsuga canadensis/flower1.jpg', '../images/Tsuga canadensis/fruit1.jpg', '../images/Tsuga canadensis/twig1.jpg', '../images/Tsuga canadensis/bark1.jpg', '../images/Tsuga canadensis/form1.jpg', '../images/Tsuga canadensis/map.jpg', '../images/Tsuga canadensis/map.pdf', '../images/Tsuga canadensis/wood.jpg']","Evergreen, flat, single needles, 1/2 inch long, tapering to a dull point, primarily two-ranked, shiny dark green above, 2 lines of white stomata below.","Species is monoecious; males yellow, small, round; females light green at branch tips.","Ovoid light brown cone, 3/4 inch long with rounded, entire scales, maturing in early fall.","Slender, gray-brown in color; buds are very small.","Initially gray-brown and smooth then turning scaly; older trees are red-brown with wide ridges and furrows; when cut or broken, purple streaks are obvious.","A medium sized tree with a dense, conical crown, fine branches and a drooping terminal shoot reaching up to 80 feet tall, typically a poor natural pruner.",Pinaceae,Tsuga,TSCA,Tsuga canadensis is native to North America. Range may be expanded by planting.,Pinopsida,Pinidae,Pinales,Pinaceae,Tsuga,Tsuga canadensis,,,183397.0,,,,,,,,,,,,,,,
346,,,,,,,,,,,Tsuga caroliniana,,346,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=143,Carolina hemlock,toxic,,,,"[['eastern hemlock', 'factsheet.cfm?ID=116'], ['western hemlock', 'factsheet.cfm?ID=262'], ['mountain hemlock', 'factsheet.cfm?ID=263'], ['English yew', 'factsheet.cfm?ID=115']]","['../images/Tsuga caroliniana/latin.wav', '../images/Tsuga caroliniana/leaf1.jpg', '../images/Tsuga caroliniana/flower1.jpg', '../images/Tsuga caroliniana/fruit1.jpg', '../images/Tsuga caroliniana/twig1.jpg', '../images/Tsuga caroliniana/bark1.jpg', '../images/Tsuga caroliniana/form1.jpg', '../images/Tsuga caroliniana/map.jpg', '../images/Tsuga caroliniana/map.pdf']","Evergreen, flattened, single needles, 1/2 to 3/4 inch long, not tapering towards the round tip; dark green above, paler with two bluish-white stomatal lines beneath; needles radiate out from twig in all directions and are attached with a small petiole.",Species is monoecious; male cones small and yellowish; females small and greenish; both males and females occur near branch tips.,"Woody light brown cone, 1 to 1 1/2 inches, when dry scales stick out at nearly right angles, scales longer than they are wide.","Slender, yellowish brown, turning gray-brown, buds small and round.","Dark, reddish brown, develops fissures with scaly ridges, inner bark often showing maroon patches.","Pyramidal crown with hanging branches, almost lacy looking.",Pinaceae,Tsuga,TSCA2,Tsuga caroliniana is native to North America. Range may be expanded by planting.,Pinopsida,Pinidae,Pinales,Pinaceae,Tsuga,Tsuga caroliniana,,,183399.0,,,,,,,,,,,,,,,
347,,,,,,,,,,,Ulex europaeus,,347,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=933,common gorse,,,,,[],"['../images/Ulex europaeus/latin.wav', '../images/Ulex europaeus/leaf1.jpg', '../images/Ulex europaeus/flower1.jpg', '../images/Ulex europaeus/fruit1.jpg', '../images/Ulex europaeus/twig1.jpg', '../images/Ulex europaeus/bark1.jpg', '../images/Ulex europaeus/form1.jpg', '../images/Ulex europaeus/map.jpg', '../images/Ulex europaeus/map.pdf']","Alternate, simple, evergreen, awl-like to linear, 1/8 to 1/2 inch long (juvenile leaves are linear and longer), very stiff and sharp (thorn-like), dark green to gray-green.","Attractive, yellow, pea-like, 1 inch long, appearing in spring in great abundance and to a lesser extent in the fall (or even year round depending on the climate).","Gray, fuzzy, a short (1/2 to 1 inch) legume, dark brown, popping open when ripe ejecting seeds some distance (up to 15 feet).","Stiff, green, angled, each twig ending in a sharp spine up to 2 inches long.","Shallowly ridged and furrowed, somewhat scaly gray to orange-brown.","A dense, thicket-forming shrub up to 10 feet tall.",Fabaceae,Ulex,ULEU,,Magnoliopsida,,Fabales,Fabaceae,Ulex,Ulex europaeus,,,27013.0,Rosanae,,,,,,,,,,,,,,
348,,,,,,,,,,,Ulmus alata,,348,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=181,winged elm,,,,,"[['American elm', 'factsheet.cfm?ID=41'], ['cedar elm', 'factsheet.cfm?ID=912'], ['slippery elm', 'factsheet.cfm?ID=42'], ['field elm', 'factsheet.cfm?ID=922']]","['../images/Ulmus alata/latin.wav', '../images/Ulmus alata/leaf1.jpg', '../images/Ulmus alata/flower1.jpg', '../images/Ulmus alata/fruit1.jpg', '../images/Ulmus alata/twig1.jpg', '../images/Ulmus alata/bark1.jpg', '../images/Ulmus alata/form1.jpg', '../images/Ulmus alata/map.jpg', '../images/Ulmus alata/map.pdf', '../images/Ulmus alata/wood.jpg']","Alternate, simple, narrowly ovate, 2 inches long, margin coarsely and sharply doubly serrate, base of leaf inequilateral; upper surface dark green, paler and slightly hairy beneath, with very short petioles.","Small, reddish, in clusters, appearing March to April before leaf buds open.","Appears April to May, 3/8 to 1/2 inch across, a flattened samara, hairy on the margin.","Slender, glabrous, slightly zigzag, reddish brown, with red-brown buds.","Red-brown to ashy gray, flat-topped ridges separated by irregular fissures.",A small to medium sized tree with a rounded crown.,Ulmaceae,Ulmus,ULAL,Ulmus alata is native to North America. Range may be expanded by planting.,Magnoliopsida,,Rosales,Ulmaceae,Ulmus,Ulmus alata,,,19051.0,Rosanae,,,,,,,,,,,,,,
349,,,,,,,,,,,Ulmus americana,,349,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=41,American elm,,,,,"[['slippery elm', 'factsheet.cfm?ID=42'], ['winged elm', 'factsheet.cfm?ID=181'], ['cedar elm', 'factsheet.cfm?ID=912'], ['field elm', 'factsheet.cfm?ID=922']]","['../images/Ulmus americana/latin.wav', '../images/Ulmus americana/leaf1.jpg', '../images/Ulmus americana/flower1.jpg', '../images/Ulmus americana/fruit1.jpg', '../images/Ulmus americana/twig1.jpg', '../images/Ulmus americana/bark1.jpg', '../images/Ulmus americana/form1.jpg', '../images/Ulmus americana/map.jpg', '../images/Ulmus americana/map.pdf', '../images/Ulmus americana/fall.jpg', '../images/Ulmus americana/wood.jpg']","Alternate, simple, ovate to oblong, 3 to 5 inches long, 1 to 3 inches wide, margin coarsely and sharply doubly serrate, base conspicuously inequilateral, upper surface green and glabrous or slightly scabrous, paler and downy beneath.","Species is monoecious; small, in drooping clusters of 3 to 5, appear in early spring before leaf buds open.","Rounded, flat, papery, wafer-like samaras, 3/8 to 1/2 inch across, deeply notched at apex, hairless except for margin; ripen in spring.","Slender, glabrous, slightly zigzag, reddish brown; buds ovate, over 1/4 inch long, reddish brown with darker edged scales, often placed a little to one side of the twig.","Dark, ashy gray, flat-topped ridges separated by diamond-shaped fissures; outer bark when sectioned shows distinct, alternating, buff colored and reddish brown patches.","In the open, the trunk is usually divided into several large, ascending and arching limbs, ending in a maze of graceful drooping branchlets.",Ulmaceae,Ulmus,ULAM,Ulmus americana is native to North America. Range may be expanded by planting.,Magnoliopsida,,Rosales,Ulmaceae,Ulmus,Ulmus americana,,,19049.0,Rosanae,,,,,,,,,,,,,,
350,,,,,,,,,,,Ulmus parvifolia,,350,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=90,Chinese elm,,,,,"[['Siberian elm', 'factsheet.cfm?ID=134'], ['Japanese zelkova', 'factsheet.cfm?ID=93']]","['../images/Ulmus parvifolia/latin.wav', '../images/Ulmus parvifolia/leaf1.jpg', '../images/Ulmus parvifolia/flower1.jpg', '../images/Ulmus parvifolia/fruit1.jpg', '../images/Ulmus parvifolia/twig1.jpg', '../images/Ulmus parvifolia/bark1.jpg', '../images/Ulmus parvifolia/form1.jpg', '../images/Ulmus parvifolia/map.jpg', '../images/Ulmus parvifolia/map.pdf', '../images/Ulmus parvifolia/fall.jpg']","Alternate, simple, elliptical to broadly lanceolate, up to 2 1/2 inches long, pinnately veined, serrate margin; base of leaf is conspicuously inequilateral, shiny dark green above and nearly glabrous, paler below.","Species is monoecious; inconspicuous, light green in small tight clusters, appearing in late summer and early fall.","A flattened, winged samara, nearly round but notched at the top, 1/2 inch long, light reddish brown, occur in tight clusters in the fall.","Slender, zigzag, brown, with obvious orange lenticels, maybe slightly pubescent; false terminal bud pushed over slightly to one side, quite small, ovate, reddish brown.","Very distinctive, even when young.",A small tree reaching up to 70 feet tall with a graceful spreading wide crown made up of fine branches.,Ulmaceae,Ulmus,ULPA,,Magnoliopsida,,Rosales,Ulmaceae,Ulmus,Ulmus parvifolia,,,19055.0,Rosanae,,,,,,,,,,,,,,
351,,,,,,,,,,,Ulmus procera,,351,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=922,field elm,,,,,"[['winged elm', 'factsheet.cfm?ID=181'], ['cedar elm', 'factsheet.cfm?ID=912'], ['American elm', 'factsheet.cfm?ID=41'], ['slippery elm', 'factsheet.cfm?ID=42']]","['../images/Ulmus procera/latin.wav', '../images/Ulmus procera/leaf1.jpg', '../images/Ulmus procera/flower1.jpg', '../images/Ulmus procera/fruit1.jpg', '../images/Ulmus procera/twig1.jpg', '../images/Ulmus procera/bark1.jpg', '../images/Ulmus procera/form1.jpg', '../images/Ulmus procera/map.jpg', '../images/Ulmus procera/map.pdf', '../images/Ulmus procera/fall.jpg']","Alternate, simple, elliptical ovate, 2 1/2 to 4 inches in length, doubly serrated, base inequilateral, dark green and smooth above, paler with fuzz in the vein axils below.","Species is monoecious; in short, tight hanging clusters, reddish-green in color, appearing in early spring before leaves.","Thin wafer-like samara, oval to obovate in shape, slightly pubescent, 1/2 inch long, mature in spring.","Slender, zigzag, reddish brown; buds ovate, reddish brown; some varieties may develop irregular corky ridges.","Deeply furrowed, flattened ridges, interlacing, grayish brown in color, similar to American elm but no conspicuous layers in bark cross sections.","Medium sized tree reaching heights of 70 to 80 feet with a narrower, more upright crown than American elm.",Ulmaceae,Ulmus,ULPR,,Magnoliopsida,,Rosales,Ulmaceae,Ulmus,Ulmus procera,,,19056.0,Rosanae,,,,,,,,,,,,,,
352,,,,,,,,,,,Ulmus pumila,,352,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=134,Siberian elm,,,,y,"[['Chinese elm', 'factsheet.cfm?ID=90'], ['slippery elm', 'factsheet.cfm?ID=42'], ['Japanese zelkova', 'factsheet.cfm?ID=93']]","['../images/Ulmus pumila/latin.wav', '../images/Ulmus pumila/leaf1.jpg', '../images/Ulmus pumila/flower1.jpg', '../images/Ulmus pumila/fruit1.jpg', '../images/Ulmus pumila/twig1.jpg', '../images/Ulmus pumila/bark1.jpg', '../images/Ulmus pumila/form1.jpg', '../images/Ulmus pumila/map.jpg', '../images/Ulmus pumila/map.pdf', '../images/Ulmus pumila/fall.jpg']","Alternate, simple, elliptical to ovate, 1 to 2 1/2 inches long, singly serrated margin, nearly an equilateral base, dark green and smooth above, paler and smooth below.","Species is monoecious; small, pale green clusters occurring in early spring before leaves.","Thin, wafer-like samara, nearly round, notched at top, 1/2 inch in diameter, initially pale green, later turning light brown when ripe in spring.","Slender, slightly zigzag, grayish tinged with green; buds are quite small (1/8 inch), dark reddish-gray, round, flower buds are considerably larger.","Irregularly furrowed, light grayish brown, often streaked with lighter stains caused by bacterial wetwood and associated ""bleeding"".",A medium sized tree reaching up to 70 feet tall; typically a very bad looking tree due to considerable limb breakage and sprouting along the trunk.,Ulmaceae,Ulmus,ULPU,,Magnoliopsida,,Rosales,Ulmaceae,Ulmus,Ulmus pumila,,,19057.0,Rosanae,,,,,,,,,,,,,,
